dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
SA_FL_002OKR_Wilderness,4,0,,0,2,,,0,1,,,,0,
SA_FL_002FS_Pinhook,4,1,,,4,,,,1,,,,4,
SA_FL_002NPS,4,,,,,,,,,,,,,
SA_FL_002Cumberland_Island,4,,,,,,,,,,,,,
SA_FL_003Non_Particpating,4,,,,,,,,,,,,3,
SA_FL_003FS_Bombing_Range,4,2,,,2,,,,2,,,,,1
SA_FL_003FS_General_Forest,4,1,,,3,,,,1,,,,3,1
SA_FL_003FS_Mixed_Ownership,4,1,,,5,,,,2,,,,4,2
SA_FL_003FS_Wilderrness,4,2,,,2,,,,2,,,,,1
SA_FL_003FWS_LRR,4,,,,5,,,,1,,,,3,1
SA_FL_003FWS_LWR_Marsh,4,,,,2,,,,1,,,,,
SA_FL_003FWS_LWR_Upland,4,,,,4,,,,1,,,,2,
SA_FL_003FWS_MI_North,4,,,,6,,,,1,,,,3,1
SA_FL_003FWS_MI_South,4,0,,,6,,,,2,,,,3,1
SA_FL_003FWS_ST_Johns,4,,,,5,,,,1,,,,2,1
SA_FL_003FWS_Threat,4,,,,2,,,,1,,,,1,1
SA_FL_003NPS_Can_North,4,,,,5,,,,1,,,,2,
SA_FL_003NPS_Can_South,4,,,,5,,,,1,,,,1,
SA_FL_003FS_Artillery Range,4,2,,,2,,,,2,,,,,1
SA_FL_004SVR_FMU_FWA,4,,,,2,,,,0,,,,1,
SA_FL_004EGR_FMU_FWA,4,,,,2,,,0,0,,,,,
SA_FL_004FS_Threat,4,,,,3,,,0,1,,,,3,
SA_FL_004FS_Military,4,,,,2,,,,1,,,,0,
SA_FL_004LSR_FMU_FWA_NORTH,4,,,1,2,,,0,0,,,,2,
SA_FL_004SMR_THT_FMU_FWA,4,,,,2,,,0,1,,,,2,
SA_FL_004LSR_FMU_FWA_SOUTH,4,,,1,2,,,,0,,,,2,
SA_FL_004SMR_FMU_SMR_EAST_FWA,4,,,,2,,,,,,,,2,
SA_FL_004CHR_FMU_FWA,4,,,,2,,,,,,,,,
SA_FL_004SMR_FMU_SMR_WEST_FWA,4,,,,2,,,,,,,,2,
SA_FL_004FS_Mixed_Ownership,4,,,,3,,,,1,,,,3,1
SA_FL_004FS_Wilderness,4,,,,2,,,,1,,,,,
SA_FL_004FS_General_Forest,4,,,0,3,,,,1,,,,2,1
SA_GA_001Oconee,4,,,2,2,,,,1,,,,,
SA_GA_001Piedmont,4,,,0,2,,,0,0,,,,2,
SA_KY_001Mammoth Cave,4,,,,2,,,,,,,,,
SA_KY_001NPS CUGA,4,,1,,2,,,,,,,,,
SA_KY_001NPS BISO,4,1,,,3,,,,,,,,,
SA_KY_001FS Wilderness,4,,2,,2,,,,,,,,,
SA_KY_001FS General,4,1,2,2,3,,,,1,,,,,
SA_KY_001FS LBL,4,,,,,,,,,,,,,
SA_LA_001BBR1,4,,,,,,,,,,,,,
SA_LA_003NO-Plow_NO_Penetrat,4,1,3,0,4,,,,2,,,,,
SA_LA_003Kisatchie General,4,1,3,4,4,,,,2,,,,,
SA_LA_003No Entry,4,1,0,0,1,,,,2,,,,,
SA_LA_003FWSGEN,4,1,,3,4,,,0,1,,,,,
SA_LA_003Kisatchie Wilderness,4,1,3,0,4,,,,2,,,,,
SA_MD_001Dismal Logic,4,0,4,2,3,,,,1,1,,,2,1
SA_MD_001FPU Initialization,4,,2,2,3,,,,1,,,,3,1
SA_MS_001USFS Wilderness,4,,,0,2,,,1,1,,,,0,
SA_MS_001USFS,4,,,2,3,,,1,1,,,,0,
SA_MS_001FWS,4,,,2,3,,,,,,,,0,
SA_MS_002Homochitto FWA,4,,,,,,,,,,,,,
SA_MS_002Bienville WA,4,,,,,,,,,,,,,
SA_MS_002Natchez FWA,4,,0,2,2,,,2,1,,,,0,1
SA_MS_002Tombigbee FWA,4,,,,,,,,,,,,,
SA_MS_002Noxubee,4,,,,,,,,,,,,,
SA_MS_002Natchez Threat FWA,4,,0,2,2,,,2,1,,,,0,1
SA_MS_002Holly Springs FWA,4,,,,,,,,,,,,,
SA_MS_002Natchez Trace FWA,4,,,,2,,,,,,,,,
SA_NC_001Pee Dee,4,,,,,,,,,,,,,
SA_NC_001Carolina Sandhills,4,,,,,,,,,,,,,
SA_NC_001Birkhead Wilderness,4,,,,,,,,,,,,,
SA_NC_001Uwharrie WUI,4,,,,,,,,,,,,,
SA_NC_002FWS with helicopter,4,,,,3,,,,1,,,,4,
SA_NC_002Croatan,4,,,,3,,,,1,,,,2,
SA_NC_002Currituck aviation,4,,,,3,1,,,1,,,,2,
SA_NC_002Ocracoke,4,,,,4,,,,1,,,,0,
SA_NC_002Cape Hatteras,4,,,,3,,,,1,,,,4,
SA_NC_002Cape Lookout,4,,1,,2,,1,,1,,,,,
SA_OK_001OUF WILDERNESS,4,0,0,0,5,,,,0,,,,,0
SA_OK_001fws dispatch,4,0,1,2,6,,,,1,,,,,2
SA_OK_001Overall,4,1,1,3,4,,,,1,,,,,2
SA_OK_002overall,4,1,2,1,4,,,0,1,2,,,,1
SA_OK_002fws interest,4,0,2,5,6,,,,1,2,,,,1
SA_OK_003Overall,4,,2,4,6,,,,,2,,,,1
SA_OK_005Fish and Wildlife,4,,,,6,,,,,,,,,3
SA_PR_001Test,4,,,1,2,,,,0,,,,,
SA_SC_001FS Wild,4,,,,,,,,,,,,,
SA_SC_001FWS_Mainland,4,,,,,,,,,,,,,
SA_SC_001FWS IS,4,,,,,,,,,,,,,
SA_SC_001FWS Wild,4,,,,,,,,,,,,,
SA_SC_001SRF,4,,,,,,,,,,,,,
SA_SC_001FS_FWA,4,,,,,,,,,,,,,
SA_SC_001NPS,4,,,,,,,,,,,,,
SA_TN_001Cherokee Wild North,4,,,,,,,,,,,,,
SA_TN_001Appalachian MO,4,1,2,1,2,,,0,1,,,,,1
SA_TN_001Chattahoochee NF,4,,2,3,3,,,,1,,,,,
SA_TN_001Grandfather MO,4,1,2,1,2,,,0,1,,,,,0
SA_TN_001Cherokee Disp. Logic,4,,,,,,,,,,,,,
SA_TN_001NPS BRP,4,1,2,1,2,,,,1,,,,,
SA_TN_001NPS GSP,4,1,1,,3,,,,,,,,,
SA_TN_001FS Wilderness,4,,,,,,,,,,,,,
SA_TN_001Nat Pisg MO,4,0,1,2,2,,,,1,,,,,1
SA_TN_001Cherokee MO,4,1,2,2,2,,,,1,,,,,
SA_TN_001Cherokee North MO,4,1,1,2,3,,,0,1,,,,,0
SA_TX_001LBJ,4,1,0,2,2,,,0,1,,,,,2
SA_TX_002Balcones,4,0,0,1,3,0,0,0,0,0,0,0,0,1
SA_TX_003FS_WILD,4,0,0,0,4,0,0,1,1,0,0,0,0,0
SA_TX_003DCNF,4,0,1,2,4,0,0,1,1,0,0,0,0,1
SA_TX_003BITH 2,4,0,0,1,4,0,0,0,0,0,0,0,0,0
SA_TX_003TXACA-ENG Only,4,0,0,0,4,0,0,0,0,0,0,0,0,0
SA_TX_003BITH,4,0,0,1,4,0,0,0,0,0,0,0,0,0
SA_TX_004San 3,4,,,,4,,,,1,,,,,1
SA_TX_004SanTHT,4,,,,4,,,,1,,,,,1
SA_TX_004BrazoTHT,4,,,,4,,,,1,,,,,1
SA_TX_004BBGTHT,4,,,,4,,,,1,,,,,1
SA_TX_004SWLA,4,,,,3,1,2,,1,,,,,1
SA_TX_004Brazoria 04,4,,,,4,,,,1,,,,,1
SA_TX_004Brazoria05,4,,,,4,,,,1,,,,,1
SA_TX_004BBG 001,4,,,,4,,,,1,,,,,1
SA_TX_004San 2,4,,,,4,,,,1,,,,,1
SA_TX_004AHR-MCR 5,4,,,,5,2,,,1,,,,,1
SA_TX_005Matagorda,4,,,,,,,,,,,,,
SA_TX_005Padre Island,4,,,,,,,,,,,,,
SA_TX_005Santa Ana Staffing,4,,,1,3,,,,,0,,,,1
SA_TX_005Falcon Staffing,4,,,1,4,,,,,0,,,,1
SA_TX_005Palmview Staffing,4,,,1,3,,,,,0,,,,1
SA_TX_005Aransas,4,,,,,,,,,,,,,
SA_TX_005Laguna Staffing,4,,,1,3,,,,,0,,0,,1
SA_VA_001Shen,4,,,,,,,,,,,,,
SA_VA_001MTTS,4,,,,,,,,,,,,,
SA_VA_001NCR,4,,,,,,,,,,,,,
SA_VA_001BLRI,4,,,,,,,,,,,,,
SA_VA_001FS Wilderness,4,,,,,,,,,,,,,
SA_VA_001FS,4,,,,,,,,,,,,,
SA_VA_001Unassigned,4,,,,,,,,,,,,,
SA_VA_001FS: 4,4,1,1,2,3,,,,2,,,,,
SA_VA_001SHEN: 4,4,1,2,,3,,,,2,,,,,
CA_CA_006.enf_urban1,4,,,,,,,,,,,,,
CA_CA_006.blm_wui,4,,,,,,,,,,,,,
CA_CA_006.tmu_wui,4,,,,,,,,,,,,,
CA_CA_006.tnf_wilderness,4,,,,,,,,,,,,,
CA_CA_006.enf_wild,4,,,,,,,,,,,,,
CA_CA_006.tnf_supp,4,,,,,,,,,,,,,
CA_CA_006.tmu_wilderness,4,,,,,,,,,,,,,
AK_AK_001Alaska Standard,4,3,2,0,6,0,0,4,3,2,2,14,0,1
AK_AK_001Alaska Aerial Only,4,3,0,0,0,0,0,4,3,2,2,14,0,0
AK_AK_001Alaska Southeast,4,,2,,4,,,8,2,,,,,1
SW_AZ_002FM 1 Normal,4,2,2,,7,,,2,1,2,,,,2
SW_AZ_003WMAT_East,4,,,,,,,,,,,,,
SW_AZ_003Clifton_RD,4,,,,,,,,,,,,,
SW_AZ_003Springerville_RD,4,,,,,,,,,,,,,
SW_AZ_003Black Mesa_RD,4,,,,,,,,,,,,,
SW_AZ_003Alpine_RD,4,,,,,,,,,,,,,
SW_AZ_003WMAT_West,4,,,,,,,,,,,,,
SW_AZ_003Lakeside_RD,4,,,,,,,,,,,,,
SW_AZ_004RIPARIAN BP ADJ,4,1,1,2,8,,4,1,1,1,,,,1
SW_AZ_004UPLAND,4,0,1,0,5,,,1,1,1,,,,1
SW_AZ_004WILDERNESS,4,0,1,0,4,,,1,1,2,,,,1
SW_AZ_005Timber,4,,1,1,4,,,2,1,,,,,2
SW_AZ_005Grass-Brush-PJ,4,1,1,2,5,,,2,2,2,,,,1
SW_AZ_005Mojave Desert,4,2,1,1,5,,,2,2,2,1,1,,1
SW_AZ_005Wilderness and Park,4,,2,1,5,,,2,1,,1,1,,2
SW_AZ_006desert,4,2,4,0,12,0,0,4,2,1,0,0,0,2
SW_AZ_006timber,4,2,4,2,12,0,0,2,2,1,0,0,0,2
SW_AZ_006wilderness,4,2,4,0,12,0,0,4,2,0,0,0,0,0
SW_AZ_006brush,4,3,4,0,12,0,0,2,2,1,0,0,0,2
SW_AZ_006riparian,4,2,4,0,10,0,0,2,2,1,0,0,0,2
SW_NM_001Wilderness,4,0,2,0,5,,,4,4,,,,,
SW_NM_001Farm-Jia Dispatch,4,2,3,2,6,,,2,2,2,,,,4
SW_NM_001Rattlesnake,4,2,3,2,6,,,2,2,2,,,,4
SW_NM_001East Carson_WUI,4,1,3,2,8,0,0,2,2,2,0,0,0,2
SW_NM_002Non WUI,4,1,3,1,10,,,2,2,2,1,3,,2
SW_NM_002Smokey Bear WUI,4,3,4,3,13,,,2,2,1,6,1,,2
SW_NM_002WUI,4,1,4,4,10,,,2,2,1,1,8,,2
SW_NM_003LCDO fils,4,1,0,,5,,,,,,,,,1
SW_NM_004Wilderness,4,3,6,0,0,,,7,3,,1,8,,0
SW_NM_004BLM Brush/Grass,4,2,2,0,5,,,4,3,2,0,0,,2
SW_NM_004Timber,4,2,4,0,4,,,12,3,,1,7,,2
SW_NM_004WUI,4,3,3,1,4,,,4,3,,1,4,,3
SW_NM_004PJ/Grass,4,3,4,1,5,,,3,4,,1,4,,2
SW_NM_005Pondo,4,2,3,1,6,,,3,1,,,,,1
SW_NM_005PondoWUI,4,3,4,3,6,,,3,1,,,,,3
SW_NM_005ABQ,4,1,3,1,8,,,4,1,0,,,,
SW_NM_005BLM EAST,4,2,2,0,3,,,,1,1,,,,2
SW_NM_005Socorro,4,1,3,2,5,,,4,2,,,,,1
SW_NM_005BLM NPS,4,2,3,1,6,,,3,1,0,,,,1
SW_NM_005Bia North,4,2,2,1,5,,,2,1,0,,,,
SW_NM_007NAA-Grass,4,1,3,1,10,,,3,1,,,,,1
SW_NM_007TCA-GRASS,4,2,3,2,8,,,2,2,2,0,0,0,2
SW_NM_007KNF WUI-D1,4,2,2,2,7,,,1,1,,,,,4
SW_NM_007TCA-Canyon,4,2,2,0,4,,,3,2,2,0,0,0,2
SW_NM_007cof wilderness,4,3,4,1,6,,,1,1,0,0,0,0,2
SW_NM_007cof nonwui,4,3,2,1,8,,,1,1,0,0,0,0,4
SW_NM_007TCA-WUI,4,2,3,2,8,,,4,2,2,0,0,0,2
SW_NM_007cof wui,4,3,2,1,8,,,0,1,0,0,0,0,2
SW_NM_007NAA-TimberPJ,4,1,3,1,10,,,3,1,,,,,1
SW_NM_007TCA-FOR,4,2,3,2,8,,,3,2,2,0,0,0,2
SW_NM_007HOA-All FWA's,4,1,5,2,12,,,2,1,2,0,0,0,2
SW_NM_007KNF Non WUI-D4,4,0,1,1,7,,,1,1,,,,,1
SW_NM_007KNF Non WUI-D1,4,1,2,2,6,,,1,1,1,,,,2
SW_NM_007KNF Wilderness,4,1,1,0,2,,,1,1,,,,,
SW_NM_007GCP-Backcountry,4,2,2,1,5,0,0,4,3,4,1,1,0,2
SW_NM_007PNF WUI,4,3,3,2,10,0,0,2,2,3,0,0,0,4
SW_NM_007PNF Non-WUI,4,1,3,1,6,0,0,2,2,1,0,0,0,2
SW_NM_007PNF Wilderness,4,2,3,0,3,0,0,2,2,1,0,0,0,0
SW_NM_007GCP-WUI,4,2,2,1,5,0,0,4,3,0,0,0,0,2
SW_TX_002fws interest,4,0,1,0,15,,,,,3,,,0,3
SW_TX_002SW_TX_002_DispLog_1,4,1,1,0,15,,,,,3,,,2,3
SW_TX_002BLM_Sabinoso,4,,,,,,,,,,,,,
SW_TX_004WFU,4,,,,,,,,,,,,,
SW_TX_004AMR,4,,,,,,,,,,,,,
SW_TX_004Non_BIBE,4,,,,,,,,,,,,,
CA_CA_013Handcrew,4,,,,,,,,,,,,,
CA_CA_013Engine,4,,,,,,,,,,,,,
NR_MT_010Lolo Limited Acc.,4,2,3,0,4,,,4,2,1,2,5,,0
NR_MT_010Lolo Developed,4,1,4,0,7,,,4,2,1,2,5,,0
NR_MT_010Lolo WUI,4,3,4,1,9,,,4,2,1,0,0,,0
NW_WA_005Juniper Wilderness,4,1,1,0,6,,,,1,1,,,,2
NW_WA_005Basin 2,4,,,1,6,,,,1,1,,,,2
NR_MT_009ST LAA RAA,4,0,2,1,9,,,1,1,1,1,1,,1
NR_MT_009GNP MCD,4,1,2,,2,,,1,1,,1,1,,
NR_MT_009FNF DEV,4,2,1,1,4,,,2,2,,0,0,,1
NR_MT_009KNF RAA,4,2,3,2,5,,,1,1,1,1,1,,2
NR_MT_009KNF LAA,4,0,3,,5,,,2,2,,2,2,,1
NR_MT_009ST DEV,4,1,1,1,9,,,1,1,1,,,,1
NR_MT_009FNF LAA,4,0,2,,1,,,2,1,,0,0,,1
NR_MT_009FNF RAA,4,0,2,0,1,,,2,2,,0,0,,1
NR_MT_009KNF DEV,4,2,3,3,5,,,2,2,1,1,1,,2
NR_MT_009GNP LAA,4,1,1,,1,,,1,2,0,1,1,,
NR_MT_009GNP EAST,4,1,1,,2,,,1,2,0,1,1,,
GB_ID_001FAIRFIELD RESPONSE,4,,5,,4,,,5,1,1,,,,
GB_ID_001WILDERNESS RESPONSE,4,,,,4,,,5,1,1,,,,
GB_ID_001SNRA RESPONSE,4,,,,4,,,5,1,2,,,,
GB_ID_001STANDARD RESPONSE,4,1,,1,8,,,10,1,2,,,,4
GB_NV_002Char_HT_IR,4,2,2,2,6,,,5,2,,1,5,,2
GB_NV_002Owy_FMU_IR,4,1,2,1,5,,,5,1,1,1,5,,1
GB_NV_002Wild_FMU_IR,4,1,2,,5,,,5,2,,1,5,,
GB_NV_002Cort_FMU_IR,4,2,2,2,6,,,5,3,1,1,5,,1
GB_NV_002Ruby_RLR_IR,4,2,2,1,5,,,5,1,1,1,5,,1
GB_NV_002Gosh_FMU_IR,4,1,2,1,5,,,5,1,1,1,5,,1
GB_NV_002Tusc_FMU_IR,4,1,2,1,6,,,5,2,1,1,5,,1
GB_NV_002Del_FMU_IR,4,2,2,2,6,,,6,3,1,1,5,,1
GB_NV_002Owy_DVT_IR,4,1,2,1,5,,,,,,11,4,,1
GB_NV_002Char_FMU_IR,4,2,2,2,6,,,4,2,,1,6,,2
GB_NV_002Ruby_FMU_IR,4,1,2,2,7,,,8,2,,1,5,,1
GB_NV_002Ruby_HT_IR,4,2,2,1,6,,,5,2,1,1,5,,1
GB_NV_002Char_Pri_Mix_IR,4,2,2,2,6,,,5,3,,1,5,,2
GB_NV_005Park,4,,,,,,,,,,,,,
GB_NV_005North 5,4,,1,1,4,,,1,1,1,1,4,,1
GB_NV_005South 3,4,,,,,,,,,,,,,
GB_NV_005South 5,4,,1,1,4,,,1,1,1,1,4,,1
GB_NV_005North 3,4,,,,,,,,,,,,,
NR_ND_001Missouri Logic Table,4,0,0,2,7,0,0,0,0,1,0,0,0,1
NR_ND_001Badlands Logic Table,4,0,0,2,9,0,0,0,0,1,0,0,0,1
GB_UT_001Park Service SWT,4,0,3,,2,,,2,2,2,1,2,,1
GB_UT_001Richfield SWT,4,2,3,,10,,,2,2,2,2,4,,1
GB_UT_001Filmore SWT,4,1,0,,9,,,2,2,2,1,2,,1
GB_UT_001Teasdale SWT,4,1,2,,6,,,2,2,2,1,2,,1
GB_UT_003Camp William,4,0,,,1,,,,0,0,,,,0
GB_UT_003BLM Other,4,1,1,,3,,,1,1,2,,,,2
GB_UT_003WUI_FS,4,1,2,,3,,,2,2,2,,,,0
GB_UT_003Mountains,4,1,1,,3,,,,1,2,,,,0
GB_UT_003Wilderness SJ,4,0,4,,4,,,4,2,0,1,6,,0
GB_UT_003BLM_Bonne_Carring,4,1,1,,2,,,1,1,2,,,,0
GB_UT_003Desert 5,4,1,1,,3,,,1,1,1,,,,2
GB_UT_003FS_West5 5,4,2,2,,5,,,1,1,2,1,4,,1
GB_UT_003WUI_FS 5,4,1,2,,5,,,2,2,2,,,,2
GB_UT_003FS_West,4,2,2,,4,,,1,1,2,,,,1
GB_UT_003Wilderness,4,0,3,,3,,,1,2,0,,,,0
GB_UT_003Desert,4,1,1,,3,,,1,1,1,,,,2
GB_UT_003DOD_LAND,4,1,,,1,,,1,1,2,,,,0
NR_MT_011CSKT Wilderness,4,0,2,0,3,0,0,4,1,1,0,0,0,0
NR_MT_011CSKT Developed,4,1,2,1,5,0,0,4,1,1,0,0,0,0
NR_MT_011CSKT Limited Acc.,4,0,2,0,3,0,0,4,1,1,0,0,0,0
NR_MT_011CSKT WUI,4,1,2,1,11,0,0,4,1,1,0,0,0,0
CA_CA_008WUI_Lake_I_Threat,4,,,,,,,,,,,,,
CA_CA_008Wilderness_Timber,4,,,,,,,,,,,,,
CA_CA_008WUI_Timber,4,,,,,,,,,,,,,
CA_CA_008General_Kaweah,4,,,,,,,,,,,,,
CA_CA_008Wilderness_Grass/Shr,4,,,,,,,,,,,,,
CA_CA_008WUI_Grass/Shrub,4,,,,,,,,,,,,,
CA_CA_008General _Timber,4,,,,,,,,,,,,,
CA_CA_008General_Grass/Shrub,4,,,,,,,,,,,,,
EA_IA_001CL-PC Changes,4,0,0,,2,,,,,,,,,1
EA_IN_001Southeastern,4,,,,3,,,,,,,,,
EA_IN_001Northern Indiana,4,,,,3,,,,,,,,,
EA_IN_001Southwestern Indiana,4,,2,,4,,,6,1,,,0,,2
EA_MI_001WUI response,4,,,1,3,1,,1,1,,,,,1
EA_MI_001General response,4,,,1,3,1,,1,1,,,,,1
EA_MI_001wilderness response,4,,1,0,3,0,,1,1,,,,,1
EA_MI_002Huron,4,,2,4,8,,,1,1,,,,,1
EA_MI_002Manistee,4,,4,4,5,,,1,1,,,,,
EA_MN_001SUP-_Non_Blowdown,4,,1,,0,,1,2,2,2,,,,
EA_MN_001SUP-East -Blowdown,4,0,1,,0,,1,2,2,2,,,,
EA_MN_001SUP_West-Blowdown,4,,1,,3,,1,3,3,2,,,,
EA_MN_001Crane Medows,4,,,,5,,,,1,1,,,,1
EA_MN_001SUP_West-Ely,4,,1,,4,,1,2,2,1,1,2,,
EA_MN_001SUP_West-Laurention,4,,1,1,4,,1,2,2,1,,,,2
EA_MN_001Fond Du Lac,4,,0,1,1,,,0,1,1,,,,
EA_MN_001SUP-East,4,,1,,4,,1,2,2,2,,,,2
EA_MN_001Chippewa,4,,1,,6,,,,1,1,,,,2
EA_MN_001Sherburne,4,,,,6,,,,2,1,,,,2
EA_MN_001BIA Woodland,4,,0,1,3,,,0,1,1,,,,
EA_MN_001Voygers,4,0,1,,0,,1,2,2,1,,,,
EA_MN_001Rice Lake,4,,,0,5,,,0,1,1,,,,1
EA_MN_002FWS-SE,4,,,0,3,,,,0,0,,,,1
EA_MN_002FWS_Morris,4,,,0,6,,,,0,0,,,,1
EA_MN_002Red Lake,4,,,2,6,,,,2,2,,,,2
EA_MN_002White Earth,4,,,1,8,,,,1,1,,,,2
EA_MN_002FWS_Litchfield,4,,,0,6,,,,0,0,,,,2
EA_MN_002FWS_Fergus Fall,4,,,0,6,,,,0,0,,,,1
EA_MN_002FWS-MNBND,4,,,0,6,,,,0,0,,,,1
EA_MN_002Agassiz,4,,,2,6,,,,2,2,,,,2
EA_MN_002FWS_Windom,4,,,0,4,,,,0,0,,,,1
EA_MN_002FWS-MNMVR,4,,,0,6,,,,1,1,,,,2
EA_NJ_001NY Logic 5 FDL,4,,,,8,,,,2,,,,,1
EA_NJ_001North NJ Logic 5 FDL,4,,2,0,8,,,0,1,2,,,,1
EA_NJ_001South NJ Logic 5 FDL,4,,,,8,,,,1,2,,,2,1
RM_CO_007Deadman South,4,1,4,,5,,,,1,1,1,4,,2
RM_CO_007Clear Creek,4,1,4,,5,,,1,1,1,1,4,,2
RM_CO_007Divide North,4,0,4,,5,,,,1,1,1,4,,2
RM_CO_007Boulder Flats South,4,1,4,,5,,,1,1,1,1,4,,2
RM_CO_007Big Thompson North,4,1,4,,5,,,,1,1,1,4,,2
RM_CO_007Deadman North,4,1,4,,5,,,0,1,1,1,4,,2
RM_CO_007Sulphur North,4,1,4,,5,,,,1,1,1,4,,2
RM_CO_007Grasslands,4,0,3,,5,,,,1,1,,,,2
RM_CO_007Boulder Flats North,4,1,4,,5,,,1,1,1,1,4,,2
RM_CO_007Sulphur South,4,1,4,,5,,,,1,1,1,4,,2
RM_CO_007Divide South,4,0,4,,5,,,,1,1,1,4,,2
RM_CO_007Big Thompson South,4,1,4,,5,,,,1,1,1,4,,2
EA_OH_001WNF1,4,,1,0,4,,,,,,,,,
EA_OH_001Basic,4,,1,,4,,,,,,,,,
EA_PA_001Test,4,,,,,,,,,,,,,
EA_PA_001Allegheny,4,,3,,6,,,,,1,,,,2
EA_PA_001NPS,4,,,,,,,,,,,,,
EA_PA_001FWS Erie,4,,,,,,,,,,,,,
EA_WI_002NW FMU FWS,4,,,,2,,,,,,,,1,1
EA_WI_002So_FMU_BIA_W,4,,,,3,,,,,,,,2,1
EA_WI_002So FMU FWS FWA,4,,,,3,,,,,,,,1,1
EA_WI_002NW_FMU_BIA_E_FWA,4,,,,3,,,,,,,,2,1
EA_WI_002NW_FMU_BIA_W_FWA,4,,,,3,,,,,,,,2,1
GB_ID_004Critical,4,2,1,2,7,0,0,6,2,2,0,0,0,2
GB_ID_004Urban Interface,4,2,1,2,7,0,0,6,2,2,0,0,0,2
GB_ID_004Conditional,4,0,1,1,4,0,0,3,1,1,0,0,0,1
RM_CO_002standard,4,,,,,,,,,,,,,
RM_CO_002Minimum Impact,4,,,,,,,,,,,,,
RM_CO_003ENG 2nd at FDL2,4,1,2,,4,,,1,1,1,,,,
RM_CO_003HELI+ENG at FDL1,4,1,2,,4,,,1,1,1,,,,0
RM_CO_003MVP Area,4,1,2,1,4,,,1,1,1,,,,1
RM_CO_003Dolores North,4,1,2,1,4,,,1,1,1,,,,
RM_CO_003CRW 2nd at FDL2,4,1,2,,4,,,1,1,1,,,,
RM_CO_003HELI+ENG FDL1 COL,4,1,2,,4,,,1,1,1,,,,0
RM_CO_004General Forest,4,,,,,,,,,,,,,
RM_CO_004WUI,4,,,,,,,,,,,,,
RM_CO_004WFU,4,,,,,,,,,,,,,
RM_CO_005Standard,4,,,,,,,,,,,,,
RM_CO_005Douglas Pass,4,,,,,,,,,,,,,
RM_CO_005Interface,4,,,,,,,,,,,,,
RM_CO_0052 eng low fil,4,,,,,,,,,,,,,
RM_CO_005Routt,4,,,,,,,,,,,,,
RM_CO_005DinoNPS,4,,,,,,,,,,,,,
RM_CO_005WSA,4,,,,,,,,,,,,,
RM_CO_006Standard,4,1,1,,2,,,2,1,1,1,4,,1
RM_CO_006Test2,4,3,4,,18,,,3,3,3,3,3,,3
RM_CO_006WalkIns,4,2,1,,1,,,2,1,2,1,4,,1
RM_CO_006pj_sig_3_level,4,,,,,,,,,,,,,
RM_CO_008All BIA Ramp 2,4,1,1,1,8,,,3,1,1,,,,1
RM_KS_001BI FM L 5 FDL,4,,,,8,,,,,,,,,1
RM_NE_001Niobrara Suppress,4,,,,,,,,,,,,,
RM_NE_001Bessey Suppress,4,,,,,,,,,,,,,
RM_NE_001Crescent Suppress,4,,,,,,,,,,,,,
RM_NE_001Suppression,4,,,,,,,,,,,,,
RM_NE_001NE State Suppress NW,4,,,,,,,,,,,,,
RM_NE_001McKelvie Suppress,4,,,,,,,,,,,,,
RM_NE_001ONG Suppression,4,,,,,,,,,,,,,
RM_NE_001Soldier Cr Suppress,4,,,,,,,,,,,,,
RM_NE_001Valentine Suppress,4,,,,,,,,,,,,,
RM_NE_001Agate Suppress,4,,,,,,,,,,,,,
RM_NE_001Scottsbluff Suppress,4,,,,,,,,,,,,,
RM_NE_001North Platte Suppres,4,,,,,,,,,,,,,
RM_NE_001NE State Supp. Other,4,,,,,,,,,,,,,
RM_SD_001Suppression,4,,,,,,,,,,,,,
RM_SD_001Suppression_WIn,4,,,,,,,,,,,,,
RM_SD_00301-24-12,4,,,,8,,,,,2,,,,1
EA_WI_001AIP_1,4,,,,0,,3,,,,,,,
EA_WI_001MTE_1,4,,,3,8,,,,,,,,,1
EA_WI_001WDNR_1,4,,,8,16,,,,,,,,,8
EA_WI_001Cheni,4,,,3,9,,,0,1,,,,,0
EA_WI_001Cheni_2,4,,,3,7,,,0,1,,,,,0
EA_IL_001Test 1,4,,2,,5,,,,,,,,1,7
EA_IL_001Southern FMU,4,,1,0,4,,,,,,,,1,1
EA_IL_001Midewin,4,,1,0,4,,,,,,,,0,1
NR_MT_008Northern Cheyenne BI,4,0,1,2,7,0,0,6,1,0,0,0,0,1
NR_MT_008Options Run,4,1,1,2,2,0,0,6,2,6,1,6,0,2
RM_CO_001Wilderness,4,1,1,0,3,0,,2,1,1,,,,
RM_CO_001FLENGTH_Suppression,4,2,2,1,6,0,,3,1,2,,,,2
RM_CO_001ROS Suppression,4,2,2,1,6,0,,3,1,2,,,,2
RM_WY_003Timber/Grass mix,4,2,3,,5,,,3,3,,2,3,,2
RM_WY_003Sage/Grass,4,2,2,,5,,,2,2,,,0,,2
RM_WY_003Timber,4,2,4,,5,,,3,3,,2,3,,2
EA_MO_001Mark Twain,5,,5,2,4,,,2,1,,,,2,
EA_NH_001FPU16 General Logic,5,,,,,,,,,,,,,
EA_WV_001MOF_all,5,,6,1,8,,,,1,,,,,
